-1.125659575412297553e+00 9.929248313360341527e-01
3.347380955328283503e-01 1.188808583865413215e+00
3.603009837086807443e-01 9.752961151978238874e-01
1.070730743891211478e+00 1.192761811343665102e+00
2.070123480833493956e-01 7.705601557676441393e-01
-1.035881667992649913e+00 1.045017234504255654e+00
3.174476641384468278e-01 9.796428310272955464e-01
1.218347448671569744e+00 6.685364732349809991e-01
9.784995799357651403e-02 1.025135200092318843e+00
-1.810450435698236511e-03 3.179971735365098029e-01
2.051003875702048229e-01 1.179519117786734350e+00
-1.611231259254610471e-01 1.393315052739099835e+00
-5.617815897998809094e-01 1.409503789827760034e+00
9.322420413114173021e-01 8.263117944188846931e-01
2.881210418690240416e-01 6.869608298756969544e-01
-6.218540389853699502e-01 6.497601955224956427e-01
-6.762226456299054167e-01 1.036607547368114446e+00
-3.724107578142138997e-01 1.546829000736214432e+00
6.336752463670461966e-01 7.801976226703997153e-01
3.605092985835097862e-03 1.598985616098600016e+00
1.516315251890978821e+00 9.141816735366714575e-01
2.671030910231572131e-01 4.719200978728623763e-01
5.049909374703804854e-01 8.775674807177246128e-01
-4.358166641981539025e-01 1.047768270664053869e+00
-4.389016050394577845e-02 8.581680942077503094e-01
-5.800173813053859373e-01 7.631984879587913051e-01
5.352168586212324719e-01 1.169125049653550130e+00
3.014524622471574933e-01 1.008949892362703604e+00
8.022876082504923900e-01 1.139878542622771773e+00
2.829949478256017087e-02 1.261638738165299589e+00
2.848594989522231558e+00 1.529452763479113075e+00
2.384091584685573473e+00 1.735749627867027023e-01
1.785029934594285494e+00 9.354614139597566824e-01
1.905838593420737581e+00 1.715146843895856144e+00
1.975836944820279495e+00 1.204585442166359988e+00
1.978768209904209652e+00 9.846851099700895116e-01
1.874690230805657221e+00 2.262476074889137045e+00
2.114078547647276540e+00 8.210025885643541521e-01
2.477714288760503258e+00 3.989407153934488859e-01
1.348220477027608499e+00 1.270441146037478708e+00
1.985278221986809921e+00 2.945660109427794549e-01
3.005775272181643309e+00 5.953942289530882448e-01
1.305529908899176972e+00 1.504016947341404675e+00
1.714492889425590416e+00 6.723936027882778665e-01
1.897285955373893662e+00 7.089395085275929098e-01
2.414235408257590976e+00 1.020642394870283187e+00
2.188768928901557498e+00 1.091211867192291685e+00
2.186525530825650598e+00 1.329878907784986630e+00
3.019158194442423504e+00 3.849799665406596905e-01
2.158633332129795690e+00 7.896495251176269825e-01
1.784854284118432721e+00 1.481653694466547933e+00
2.275391193844679805e+00 7.177942082206067997e-01
1.698725041836016914e+00 1.122751939960195955e+00
1.529577167741634103e+00 1.022719293656073392e+00
1.205796040456901030e+00 1.290144887456561085e+00
9.068393586894731850e-01 8.113306683445850043e-01
1.657387282472917889e+00 1.038927942479392019e+00
1.752024920396068941e+00 1.601502181895826160e+00
2.198605765618671715e+00 1.047141944048674667e+00
2.306052948707854267e+00 1.061493146086131434e+00
1.660753772089050839e+00 3.386414757357073535e-01
2.130063095877542167e+00 1.192520365675342919e+00
1.544977549327722244e+00 1.626764269052708212e+00
1.425267568022467124e+00 1.369947695577564684e+00
1.828533587801771665e+00 1.751377874317045835e+00
2.394734982578382798e+00 1.143362830169427191e+00
2.148153804729499683e+00 7.085881194042553677e-01
1.178216021530121393e+00 7.771399630669313385e-01
1.796979689388236379e+00 1.163538917423688535e+00
2.671610272069594672e+00 1.344295034172124481e+00
1.852150902037974722e+00 1.767033720507785066e+00
1.614350484129707608e+00 1.525761883237607197e+00
2.333589729788053013e+00 2.395146110564330577e+00
2.714347236378525707e+00 1.101672806889455458e+00
2.698310132884417012e+00 3.069889983798423927e-01
2.467735113467116381e+00 6.517041348618488605e-01
1.866012167049914794e+00 1.085689331144234604e+00
2.215894871202875205e+00 1.390541582610191229e+00
2.808583547314380979e+00 6.504382448568590824e-01
1.117855720199939284e+00 2.365966431665482705e+00
1.802223353190558042e+00 7.066757206826346227e-01
1.256063677425186986e+00 1.007156516657140788e+00
1.678228220079570177e+00 6.980705260827075875e-01
2.391536850962082905e+00 1.507003576616492646e+00
3.115372110834180752e+00 1.451767176336686171e+00
2.097120480222796957e+00 1.396539960625977184e+00
1.995799578666348273e+00 -1.813033737228264552e-01
1.700566822493540631e+00 5.362888151535559755e-01
1.721685946309589932e+00 4.447679923395859714e-01
1.680349011272329385e+00 1.264258496905549922e+00
1.873184322355592846e+00 1.369958215967994830e+00
2.880767093876679397e+00 6.088883638967140799e-01
1.957306482459324037e+00 1.751503161349809323e+00
1.550960152661202684e+00 1.395666767081961357e+00
1.934502001016849659e+00 1.483765137440985704e+00
2.110305069556017266e+00 1.751607856666016261e+00
2.250221225350877763e+00 1.653829078357940130e+00
2.229032885160748378e+00 6.178346646324825997e-01
1.717419682782895807e+00 1.404654106967238691e+00
2.040162755253541960e+00 1.293347755898318852e+00
